,<= 0,Lo 30,Med 40,Hi 30,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
198203,  -99.99,   -1.08,   -0.95,   -1.35,   -1.09,   -1.26,   -0.59,   -1.12,   -1.31,   -1.04,   -1.33,   -1.04,   -1.52,   -0.61,   -0.57,   -0.87,   -1.44,   -1.22,   -1.40
198204,  -99.99,    5.43,    5.49,    4.99,    5.44,    5.77,    5.36,    4.96,    4.70,    5.35,    5.88,    5.33,    6.27,    5.59,    5.08,    4.48,    5.54,    4.89,    4.50
198205,  -99.99,   -1.90,   -3.52,   -4.30,   -1.83,   -3.18,   -2.94,   -4.17,   -4.38,   -1.75,   -2.21,   -2.51,   -3.94,   -3.04,   -2.81,   -4.20,   -4.14,   -4.68,   -4.06
198206,  -99.99,   -3.54,   -3.06,   -2.62,   -3.53,   -3.09,   -3.66,   -2.56,   -2.69,   -3.38,   -4.23,   -3.63,   -2.47,   -4.19,   -3.00,   -2.64,   -2.47,   -3.65,   -1.67
198207,  -99.99,   -1.61,   -1.27,   -2.91,   -1.57,   -1.16,   -1.69,   -2.74,   -2.66,   -1.48,   -2.06,   -1.95,   -0.19,   -1.49,   -1.92,   -2.14,   -3.40,   -3.38,   -1.93
198208,  -99.99,    4.49,   10.44,   12.99,    4.14,    8.09,   11.18,   12.42,   12.93,    3.62,    7.04,    7.62,    8.65,   11.06,   11.31,   11.80,   13.10,   12.33,   13.54
198209,  -99.99,    3.24,    3.67,    1.88,    3.13,    4.12,    3.94,    2.90,    1.08,    2.96,    4.10,    4.23,    3.98,    4.49,    3.33,    2.42,    3.42,    1.58,    0.58
198210,  -99.99,   12.94,   13.86,   12.54,   12.75,   13.98,   13.81,   14.27,   12.17,   12.28,   15.31,   14.66,   13.17,   13.49,   14.16,   15.24,   13.23,   11.84,   12.51
198211,  -99.99,   10.38,    7.94,    4.54,   10.66,    8.10,    7.89,    6.29,    4.13,   11.26,    7.49,    7.82,    8.43,    8.33,    7.40,    7.19,    5.31,    4.60,    3.67
198212,  -99.99,    2.68,    0.62,    1.61,    2.86,    0.83,    0.61,    1.62,    1.17,    3.08,    1.68,    1.07,    0.53,    0.56,    0.66,    0.85,    2.44,    1.53,    0.82
198301,  -99.99,   13.44,    5.39,    3.24,   14.26,    6.59,    4.99,    3.42,    3.09,   15.33,    8.59,    6.14,    7.13,    5.40,    4.53,    3.31,    3.54,    3.09,    3.08
198302,  -99.99,    5.98,    4.73,    2.88,    6.04,    5.22,    4.80,    3.40,    3.09,    6.26,    4.86,    5.49,    4.90,    5.12,    4.43,    4.25,    2.48,    2.72,    3.46
198303,  -99.99,    5.68,    4.01,    3.61,    5.84,    3.93,    4.56,    3.34,    3.88,    6.18,    4.03,    4.31,    3.47,    4.98,    4.09,    3.59,    3.07,    3.83,    3.94
198304,  -99.99,    8.48,    7.13,    6.33,    8.56,    8.19,    6.35,    6.22,    6.46,    8.67,    7.94,    7.77,    8.69,    6.56,    6.12,    6.34,    6.10,    6.28,    6.63
198305,  -99.99,   11.28,    4.89,    2.28,   11.76,    6.32,    4.58,    4.29,    1.44,   12.26,    9.11,    7.04,    5.46,    4.53,    4.64,    4.65,    3.90,    3.16,   -0.27
198306,  -99.99,    5.27,    4.01,    2.94,    5.37,    4.36,    3.73,    3.44,    3.08,    5.77,    3.24,    4.38,    4.33,    4.52,    2.86,    4.13,    2.68,    3.20,    2.96
198307,  -99.99,   -1.44,   -3.27,   -3.50,   -1.36,   -2.82,   -2.84,   -3.31,   -3.72,   -1.24,   -1.98,   -2.09,   -3.78,   -2.44,   -3.31,   -3.50,   -3.11,   -3.37,   -4.07
198308,  -99.99,   -2.93,   -2.45,    0.58,   -2.86,   -3.27,   -2.82,   -0.27,    0.67,   -2.89,   -2.71,   -3.60,   -2.84,   -3.34,   -2.21,   -0.90,    0.42,   -0.25,    1.61
198309,  -99.99,   -0.62,    2.89,    1.91,   -0.99,    2.50,    3.00,    2.78,    1.84,   -1.30,    0.56,    2.60,    2.38,    2.34,    3.79,    3.47,    2.03,    2.21,    1.46
198310,  -99.99,   -6.16,   -5.74,   -2.62,   -6.15,   -6.62,   -5.44,   -4.06,   -2.00,   -6.08,   -6.51,   -6.30,   -7.05,   -6.05,   -4.72,   -4.35,   -3.73,   -2.74,   -1.25
198311,  -99.99,    2.22,    5.47,    3.74,    1.99,    5.19,    5.15,    5.04,    2.74,    1.56,    4.17,    4.19,    6.49,    4.99,    5.33,    4.60,    5.53,    2.81,    2.67
198312,  -99.99,   -2.36,   -1.94,   -1.32,   -2.52,   -1.51,   -1.84,   -2.02,   -0.84,   -2.64,   -1.89,   -1.04,   -2.12,   -1.90,   -1.77,   -1.89,   -2.17,   -1.28,   -0.40
198401,  -99.99,    1.35,   -2.88,   -2.07,    1.70,   -1.64,   -3.54,   -3.51,   -1.13,    2.22,   -0.91,   -1.66,   -1.61,   -2.96,   -4.24,   -3.30,   -3.75,   -1.38,   -0.88
198402,  -99.99,   -5.68,   -5.66,   -4.52,   -5.69,   -5.37,   -5.92,   -5.26,   -4.47,   -5.65,   -5.88,   -5.54,   -5.16,   -5.72,   -6.15,   -5.85,   -4.60,   -5.02,   -3.91
198403,  -99.99,    0.51,    0.97,    1.73,    0.53,    0.41,    0.99,    1.60,    1.92,    0.50,    0.68,    0.41,    0.42,    1.15,    0.80,    1.80,    1.39,    2.25,    1.59
198404,  -99.99,   -2.56,   -0.44,   -0.80,   -2.77,   -0.55,   -0.38,   -1.69,    0.20,   -3.04,   -1.43,   -0.76,   -0.28,   -0.47,   -0.28,   -0.86,   -2.61,   -0.99,    1.42
198405,  -99.99,   -4.81,   -5.46,   -5.37,   -4.75,   -5.53,   -5.50,   -5.03,   -5.34,   -4.69,   -5.06,   -5.27,   -5.88,   -5.80,   -5.16,   -4.69,   -5.41,   -5.29,   -5.40
198406,  -99.99,    0.84,    3.22,    2.94,    0.67,    2.64,    3.42,    3.11,    2.83,    0.29,    2.51,    2.36,    3.01,    3.87,    2.90,    3.09,    3.13,    2.64,    3.02
198407,  -99.99,   -5.30,   -3.50,   -1.94,   -5.35,   -4.23,   -3.27,   -3.58,   -1.31,   -5.59,   -4.06,   -4.80,   -3.57,   -3.61,   -2.86,   -3.98,   -3.13,   -1.55,   -1.05
198408,  -99.99,    7.87,   12.35,   11.94,    7.40,   12.34,   13.08,   12.34,   11.39,    6.77,   10.77,   12.90,   11.67,   13.30,   12.82,   11.78,   12.96,   11.55,   11.22
198409,  -99.99,   -0.17,   -0.04,    0.32,   -0.13,   -0.53,    0.27,    0.48,   -0.09,   -0.08,   -0.37,   -0.59,   -0.46,    0.37,    0.15,   -0.05,    1.07,    0.71,   -0.92
198410,  -99.99,   -2.87,   -0.80,    0.97,   -3.02,   -1.04,   -0.71,   -0.15,    0.97,   -3.24,   -1.87,   -1.31,   -0.72,   -0.18,   -1.33,   -1.17,    0.98,    1.07,    0.86
198411,  -99.99,   -4.01,   -1.16,   -0.60,   -4.15,   -2.27,   -0.61,   -1.03,   -0.53,   -4.53,   -2.18,   -2.65,   -1.82,   -0.63,   -0.60,   -1.30,   -0.73,   -0.01,   -1.07
198412,  -99.99,    0.05,    2.43,    2.88,   -0.17,    2.15,    2.73,    2.64,    2.86,   -0.48,    1.45,    2.26,    2.03,    2.87,    2.57,    2.39,    2.91,    3.21,    2.51
198501,  -99.99,   13.19,   11.43,    8.15,   13.10,   13.07,   11.12,   10.41,    7.49,   13.09,   13.19,   14.03,   11.91,   11.09,   11.15,   11.35,    9.37,    7.32,    7.66
198502,  -99.99,    5.68,    1.72,    1.93,    6.01,    2.57,    1.04,    1.64,    1.95,    6.65,    2.72,    2.36,    2.82,    1.41,    0.61,    1.42,    1.88,    1.99,    1.90
198503,  -99.99,   -1.07,   -1.27,    0.53,   -0.94,   -2.17,   -1.25,   -0.25,    0.99,   -0.82,   -1.54,   -2.38,   -1.91,   -1.02,   -1.51,   -0.17,   -0.34,    1.08,    0.90
198504,  -99.99,   -1.50,   -0.67,   -0.50,   -1.48,   -1.23,   -0.42,   -1.01,   -0.48,   -1.65,   -0.62,   -1.76,   -0.58,   -0.21,   -0.67,   -1.42,   -0.56,   -0.38,   -0.58
198505,  -99.99,    1.47,    4.20,    6.71,    1.22,    3.75,    4.37,    5.44,    7.08,    1.02,    2.23,    3.91,    3.57,    4.42,    4.32,    4.91,    6.02,    6.96,    7.21
198506,  -99.99,    0.72,    2.08,    2.11,    0.66,    1.90,    1.92,    1.71,    2.16,    0.59,    1.04,    1.25,    2.68,    1.71,    2.15,    1.41,    2.03,    2.23,    2.08
198507,  -99.99,    2.27,    1.81,   -0.90,    2.19,    2.86,    1.72,    0.06,   -1.17,    2.07,    2.83,    3.02,    2.69,    1.74,    1.68,    0.46,   -0.42,   -1.62,   -0.70
198508,  -99.99,   -0.41,   -0.49,   -0.29,   -0.38,   -0.44,   -0.85,   -0.31,   -0.20,   -0.35,   -0.52,   -0.68,   -0.17,   -0.95,   -0.72,   -0.20,   -0.45,   -0.38,   -0.01
198509,  -99.99,   -6.05,   -5.32,   -4.23,   -6.07,   -5.78,   -4.95,   -5.22,   -3.82,   -6.23,   -5.24,   -5.80,   -5.77,   -5.35,   -4.46,   -5.44,   -4.97,   -4.55,   -3.05
198510,  -99.99,    0.89,    4.28,    5.66,    0.55,    4.26,    4.08,    5.21,    5.65,   -0.02,    3.45,    4.26,    4.26,    4.30,    3.81,    4.81,    5.69,    6.72,    4.54
198511,  -99.99,    4.78,    7.64,    6.95,    4.49,    7.76,    7.28,    7.27,    7.23,    4.01,    6.95,    7.61,    7.94,    7.82,    6.61,    7.97,    6.45,    7.21,    7.26
198512,  -99.99,    2.59,    4.09,    4.31,    2.33,    4.52,    4.34,    4.09,    4.34,    1.89,    4.53,    5.14,    3.82,    4.70,    3.89,    3.96,    4.24,    4.07,    4.63
198601,  -99.99,    5.22,    1.65,    1.74,    5.69,    0.97,    2.09,    1.45,    1.82,    6.33,    2.48,    0.74,    1.23,    1.99,    2.21,    1.33,    1.59,    2.64,    0.95
198602,  -99.99,    5.77,    7.19,    8.38,    5.57,    7.39,    7.30,    7.55,    8.69,    5.36,    6.59,    7.77,    6.97,    7.80,    6.69,    7.31,    7.84,    8.83,    8.54
198603,  -99.99,    4.68,    5.46,    4.88,    4.70,    4.75,    5.34,    5.35,    5.30,    4.48,    5.79,    4.46,    5.09,    4.34,    6.57,    6.39,    4.12,    4.64,    6.02
198604,  -99.99,    1.95,    0.92,   -1.56,    2.07,    1.14,    1.27,   -0.84,   -2.07,    2.20,    1.43,    0.81,    1.51,    1.72,    0.71,   -0.99,   -0.66,   -2.38,   -1.72
198605,  -99.99,    3.34,    4.66,    5.43,    3.38,    3.66,    4.69,    5.02,    5.68,    3.25,    3.98,    3.00,    4.40,    4.37,    5.08,    5.04,    5.00,    5.58,    5.78
198606,  -99.99,    0.86,    0.60,    1.34,    0.93,    0.60,    0.24,    0.79,    1.53,    1.11,    0.05,    0.20,    1.06,   -0.20,    0.79,    0.62,    0.99,    1.28,    1.81
198607,  -99.99,   -7.76,   -7.96,   -5.59,   -7.58,   -8.90,   -8.36,   -6.55,   -4.94,   -7.37,   -8.53,   -9.53,   -8.19,   -9.23,   -7.32,   -6.40,   -6.72,   -5.30,   -4.53
198608,  -99.99,    0.41,    5.30,    7.39,    0.12,    3.76,    5.31,    7.38,    7.15,   -0.16,    1.39,    3.16,    4.45,    4.11,    6.75,    6.99,    7.81,    7.25,    7.05
198609,  -99.99,   -6.11,   -6.58,   -8.41,   -6.08,   -6.56,   -6.43,   -7.04,   -8.93,   -5.90,   -6.92,   -6.38,   -6.77,   -6.46,   -6.39,   -6.60,   -7.52,   -8.21,   -9.74
198610,  -99.99,    1.73,    3.99,    6.56,    1.46,    4.16,    3.37,    5.75,    6.76,    1.22,    2.56,    4.16,    4.17,    3.49,    3.22,    5.34,    6.21,    6.48,    7.09
198611,  -99.99,   -1.24,   -0.08,    1.34,   -1.35,   -0.39,   -0.07,    0.82,    1.60,   -1.53,   -0.53,   -0.27,   -0.53,    0.11,   -0.30,    0.77,    0.88,    1.47,    1.75
198612,  -99.99,   -4.09,   -2.49,   -3.25,   -4.25,   -2.58,   -2.32,   -3.20,   -3.09,   -4.42,   -3.51,   -2.63,   -2.52,   -2.38,   -2.25,   -2.89,   -3.54,   -3.54,   -2.58
198701,  -99.99,   11.76,   11.90,   12.88,   11.75,   11.77,   11.58,   12.97,   12.96,   11.85,   11.34,   11.85,   11.68,   11.42,   11.78,   13.18,   12.74,   12.47,   13.50
198702,  -99.99,    7.93,    7.23,    5.10,    8.03,    7.64,    6.95,    5.89,    4.66,    7.96,    8.33,    7.10,    8.26,    7.16,    6.70,    5.90,    5.88,    4.89,    4.41
198703,  -99.99,    3.87,    1.29,    1.10,    4.04,    1.81,    1.38,    1.03,    1.23,    4.60,    1.57,    2.31,    1.23,    1.69,    1.00,    1.15,    0.89,    1.05,    1.43
198704,  -99.99,   -1.48,   -3.32,   -2.90,   -1.37,   -3.20,   -3.35,   -2.68,   -2.47,   -1.09,   -2.62,   -2.46,   -4.05,   -3.83,   -2.78,   -1.78,   -3.66,   -2.71,   -2.20
198705,  -99.99,    0.33,   -0.26,    0.54,    0.38,   -0.57,    0.05,    0.59,    0.52,    0.68,   -0.93,   -0.09,   -1.12,    0.14,   -0.05,    0.61,    0.57,    0.08,    1.01
198706,  -99.99,    1.87,    3.65,    5.03,    1.80,    2.93,    3.73,    4.09,    5.46,    1.95,    1.11,    2.49,    3.43,    3.34,    4.20,    3.90,    4.29,    5.49,    5.43
198707,  -99.99,    2.94,    4.05,    4.86,    2.94,    3.19,    4.25,    4.79,    4.72,    3.04,    2.45,    2.93,    3.50,    3.97,    4.64,    4.48,    5.13,    4.76,    4.68
198708,  -99.99,    0.96,    3.72,    3.58,    0.69,    3.76,    3.64,    3.78,    3.72,    0.35,    2.39,    3.90,    3.60,    4.47,    2.48,    4.18,    3.32,    3.45,    4.01
198709,  -99.99,   -1.51,   -2.02,   -2.12,   -1.43,   -2.20,   -2.29,   -1.63,   -2.09,   -1.19,   -2.65,   -2.32,   -2.06,   -2.23,   -2.37,   -1.15,   -2.18,   -2.60,   -1.52
198710,  -99.99,  -28.19,  -27.71,  -22.23,  -28.13,  -29.09,  -27.21,  -25.00,  -21.32,  -27.70,  -30.30,  -28.82,  -29.41,  -28.15,  -25.93,  -25.90,  -23.97,  -22.20,  -20.33
198711,  -99.99,   -5.46,   -4.79,   -7.18,   -5.51,   -5.24,   -4.35,   -5.26,   -7.74,   -5.40,   -6.05,   -4.94,   -5.61,   -4.49,   -4.15,   -4.52,   -6.09,   -6.78,   -8.83
198712,  -99.99,    1.13,    9.04,    8.16,    0.55,    7.96,    9.07,    8.73,    8.22,   -0.63,    6.35,    7.21,    8.87,    9.24,    8.82,    9.33,    8.06,    8.68,    7.69
198801,  -99.99,    9.06,    4.57,    5.61,    9.36,    5.27,    4.89,    4.33,    5.94,   10.00,    6.23,    5.89,    4.51,    4.40,    5.56,    3.76,    4.98,    6.32,    5.51
198802,  -99.99,    5.94,    8.99,    6.23,    5.80,    8.55,    8.60,    8.24,    5.05,    5.51,    7.25,    7.29,   10.09,    8.96,    8.12,    8.02,    8.50,    5.62,    4.41
198803,  -99.99,    4.45,    2.18,   -1.59,    4.53,    3.59,    1.76,    0.69,   -2.76,    4.48,    4.78,    3.59,    3.59,    2.23,    1.11,    0.74,    0.64,   -1.83,   -3.79
198804,  -99.99,    1.46,    1.19,    0.32,    1.39,    2.24,    0.81,    0.15,    0.31,    1.24,    2.15,    2.10,    2.40,    0.91,    0.68,   -0.01,    0.33,    0.57,    0.03
198805,  -99.99,   -1.97,   -1.53,    0.39,   -1.85,   -3.07,   -0.92,   -0.29,    0.51,   -1.70,   -2.56,   -3.21,   -2.89,   -1.75,    0.19,   -0.68,    0.16,   -0.15,    1.24
198806,  -99.99,    4.47,    6.97,    5.85,    4.16,    7.35,    6.57,    7.41,    5.35,    3.93,    5.30,    7.59,    7.06,    6.71,    6.38,    7.95,    6.80,    5.88,    4.77
198807,  -99.99,    0.47,   -1.53,   -1.24,    0.56,   -0.61,   -1.71,   -1.86,   -0.99,    0.72,   -0.44,   -0.33,   -0.99,   -1.34,   -2.25,   -2.02,   -1.68,   -1.73,   -0.25
198808,  -99.99,   -2.15,   -2.70,   -2.32,   -2.15,   -2.66,   -2.63,   -1.74,   -2.61,   -2.10,   -2.47,   -2.14,   -3.38,   -3.07,   -2.01,   -1.68,   -1.82,   -2.81,   -2.41
198809,  -99.99,    1.59,    2.82,    4.13,    1.40,    2.95,    2.66,    3.38,    4.88,    1.25,    2.28,    3.28,    2.50,    2.85,    2.38,    3.86,    2.85,    4.95,    4.81
198810,  -99.99,   -1.91,   -0.32,    1.48,   -2.06,   -0.81,    0.00,    0.31,    2.18,   -2.13,   -1.67,   -0.54,   -1.19,    0.04,   -0.05,    0.33,    0.28,    1.39,    2.99
198811,  -99.99,   -4.63,   -2.34,   -2.24,   -4.77,   -3.04,   -2.40,   -2.09,   -2.12,   -4.94,   -3.77,   -3.38,   -2.57,   -2.28,   -2.56,   -1.76,   -2.45,   -2.73,   -1.50
198812,  -99.99,    1.82,    3.42,    2.21,    1.48,    4.32,    3.83,    2.32,    2.03,    1.30,    2.52,    4.91,    3.50,    3.97,    3.64,    2.14,    2.52,    2.02,    2.03
198901,  -99.99,    6.66,    4.85,    6.56,    6.85,    4.59,    4.91,    5.96,    7.00,    7.20,    4.81,    4.99,    4.04,    4.04,    6.14,    6.12,    5.78,    7.25,    6.75
198902,  -99.99,    0.47,    0.64,   -1.23,    0.38,    1.38,    0.38,    0.00,   -1.97,    0.35,    0.54,    1.35,    1.43,    0.38,    0.38,   -0.05,    0.05,   -1.43,   -2.53
198903,  -99.99,    1.61,    1.75,    2.12,    1.55,    1.94,    2.07,    1.08,    2.59,    1.32,    2.85,    2.10,    1.73,    3.16,    0.56,    0.87,    1.30,    2.17,    3.00
198904,  -99.99,    2.69,    5.06,    4.98,    2.57,    4.09,    5.11,    5.36,    5.00,    2.65,    2.11,    3.72,    4.61,    5.27,    4.88,    5.72,    4.95,    4.56,    5.45
198905,  -99.99,    2.40,    4.15,    4.41,    2.30,    3.44,    4.49,    4.14,    4.49,    2.23,    2.71,    3.27,    3.67,    4.32,    4.73,    4.03,    4.27,    4.50,    4.48
198906,  -99.99,   -1.31,   -1.37,   -0.18,   -1.21,   -2.18,   -1.08,   -0.39,   -0.30,   -1.10,   -1.85,   -2.19,   -2.17,   -1.06,   -1.10,   -0.77,    0.04,    0.10,   -0.71
198907,  -99.99,    2.10,    4.91,    8.33,    1.80,    4.52,    4.76,    7.12,    8.66,    1.58,    3.04,    4.74,    4.22,    4.75,    4.77,    6.58,    7.76,    7.89,    9.44
198908,  -99.99,    1.69,    3.42,    2.69,    1.49,    3.38,    3.23,    3.68,    2.39,    1.43,    1.80,    3.44,    3.29,    3.08,    3.43,    4.11,    3.20,    3.44,    1.32
198909,  -99.99,    0.48,   -0.07,   -0.65,    0.54,    0.31,   -0.23,   -1.43,   -0.06,    0.57,    0.37,   -0.01,    0.75,    0.14,   -0.71,   -1.20,   -1.69,   -0.38,    0.27
198910,  -99.99,   -5.23,   -5.74,   -3.69,   -5.17,   -6.21,   -5.38,   -4.71,   -3.03,   -5.00,   -6.12,   -5.76,   -6.84,   -5.53,   -5.19,   -4.59,   -4.84,   -4.38,   -1.64
198911,  -99.99,   -1.75,    0.65,    1.67,   -2.03,    0.37,    1.25,    1.15,    1.49,   -2.39,   -0.06,    0.65,   -0.01,    0.94,    1.64,    0.42,    1.99,    1.10,    1.89
198912,  -99.99,   -2.36,    0.33,    1.98,   -2.68,    0.22,    0.03,    1.97,    1.85,   -2.95,   -1.21,    0.43,   -0.06,   -0.61,    0.86,    1.78,    2.20,    1.85,    1.86
199001,  -99.99,   -4.14,   -8.62,   -7.77,   -3.62,   -8.74,   -8.76,   -8.28,   -7.16,   -2.84,   -7.86,   -8.62,   -8.90,   -9.76,   -7.47,   -7.78,   -8.84,   -7.17,   -7.15
199002,  -99.99,    1.85,    2.59,    1.72,    1.60,    3.19,    3.24,    2.05,    1.40,    1.52,    2.02,    3.97,    2.13,    3.58,    2.80,    1.82,    2.30,    1.71,    1.07
199003,  -99.99,    2.42,    3.18,    1.76,    2.17,    4.05,    2.91,    2.71,    1.81,    2.16,    2.19,    4.61,    3.30,    3.59,    2.05,    3.62,    1.66,    1.16,    2.48
199004,  -99.99,   -2.13,   -4.43,   -3.83,   -2.03,   -3.85,   -3.72,   -4.85,   -3.36,   -1.68,   -3.86,   -2.97,   -5.06,   -3.35,   -4.19,   -5.00,   -4.68,   -4.18,   -2.52
199005,  -99.99,    3.42,    7.09,    9.33,    3.04,    6.27,    7.25,    9.12,    9.49,    2.68,    4.91,    6.67,    5.73,    6.38,    8.35,    9.18,    9.05,    9.29,    9.69
199006,  -99.99,    0.66,   -0.07,   -1.04,    0.82,   -0.35,    0.35,   -1.10,   -1.19,    1.16,   -0.89,   -0.67,    0.08,    1.15,   -0.67,   -1.39,   -0.77,   -1.80,   -0.57
199007,  -99.99,   -3.18,   -3.56,   -1.81,   -3.07,   -4.10,   -3.82,   -2.04,   -1.42,   -2.74,   -4.70,   -4.07,   -4.15,   -3.80,   -3.85,   -1.62,   -2.48,   -2.12,   -0.67
199008,  -99.99,  -11.67,  -12.12,   -9.70,  -11.46,  -13.08,  -12.32,  -10.27,   -9.32,  -10.94,  -13.98,  -13.35,  -12.75,  -12.68,  -11.86,  -10.19,  -10.36,   -9.72,   -8.90
199009,  -99.99,   -8.12,   -9.16,   -6.91,   -7.96,   -9.74,   -9.37,   -7.40,   -6.04,   -7.55,   -9.92,   -9.43,  -10.13,  -10.30,   -8.20,   -6.44,   -8.42,   -6.79,   -5.26
199010,  -99.99,   -6.79,   -5.25,   -2.33,   -6.89,   -5.87,   -5.65,   -3.28,   -1.72,   -7.01,   -6.31,   -6.01,   -5.70,   -6.74,   -4.27,   -3.18,   -3.39,   -3.08,   -0.28
199011,  -99.99,    1.89,    9.46,    9.88,    1.17,    8.14,   10.31,    9.99,    9.23,    0.48,    4.35,    7.77,    8.61,   10.69,    9.84,    9.00,   11.01,   11.50,    6.82
199012,  -99.99,   -1.93,    4.89,    3.93,   -2.52,    3.74,    4.95,    4.41,    3.84,   -3.11,    0.20,    2.81,    4.89,    4.69,    5.28,    4.73,    4.08,    4.30,    3.35
199101,  -99.99,    9.53,    8.35,    6.24,    9.51,    9.17,    8.70,    6.68,    6.19,    9.50,    9.54,    9.69,    8.51,    9.65,    7.51,    7.03,    6.32,    7.05,    5.29
199102,  -99.99,   15.04,   11.73,    7.85,   15.43,   12.78,   10.51,    9.76,    7.17,   15.50,   15.08,   11.93,   13.83,   11.24,    9.60,   10.45,    9.04,    7.98,    6.31
199103,  -99.99,    9.59,    5.00,    3.03,    9.85,    6.82,    4.77,    3.76,    2.37,   10.72,    5.96,    7.47,    6.03,    5.09,    4.38,    3.36,    4.17,    2.51,    2.22
199104,  -99.99,    4.15,    0.45,    1.08,    4.65,    0.19,    0.78,    0.88,    0.80,    5.59,    0.44,    0.24,    0.14,    1.10,    0.39,    0.21,    1.57,    1.86,   -0.32
199105,  -99.99,    2.68,    3.67,    4.76,    2.51,    3.71,    3.65,    4.86,    4.56,    2.40,    2.98,    4.07,    3.28,    3.49,    3.85,    4.60,    5.12,    5.02,    4.07
199106,  -99.99,   -3.17,   -4.18,   -5.17,   -3.07,   -4.18,   -4.06,   -4.51,   -5.22,   -2.69,   -4.74,   -3.98,   -4.43,   -4.04,   -4.09,   -3.97,   -5.08,   -5.72,   -4.69
199107,  -99.99,    3.21,    4.76,    4.67,    3.14,    3.88,    5.22,    4.67,    4.79,    2.87,    4.16,    3.75,    4.09,    4.98,    5.52,    4.85,    4.49,    4.86,    4.70
199108,  -99.99,    3.08,    3.79,    2.69,    3.09,    3.30,    4.36,    2.45,    2.83,    2.83,    4.09,    3.02,    3.72,    4.81,    3.79,    2.43,    2.48,    2.68,    2.97
199109,  -99.99,    1.39,   -0.37,   -1.12,    1.45,    0.57,   -0.46,   -0.67,   -1.39,    1.45,    1.43,    1.03,   -0.11,   -0.18,   -0.81,   -0.67,   -0.67,   -1.01,   -1.78
199110,  -99.99,    2.80,    2.04,    1.88,    2.96,    1.85,    2.38,    1.69,    1.60,    2.67,    4.06,    1.69,    2.09,    2.49,    2.24,    1.03,    2.34,    2.06,    1.13
199111,  -99.99,   -1.77,   -4.34,   -4.18,   -1.35,   -4.51,   -4.66,   -3.76,   -4.32,   -0.48,   -4.61,   -4.65,   -4.30,   -5.13,   -4.07,   -3.56,   -3.97,   -4.99,   -3.63
199112,  -99.99,    1.57,    9.74,   11.41,    0.82,    7.54,   10.52,   10.37,   11.51,   -0.25,    4.75,    6.69,    8.81,   10.12,   11.04,    9.48,   11.25,   11.74,   11.28
199201,  -99.99,   20.74,    5.64,    0.38,   22.29,    9.18,    5.64,    1.80,   -0.54,   24.44,   14.44,   10.19,    7.67,    6.03,    5.15,    1.71,    1.88,    0.48,   -1.57
199202,  -99.99,    7.03,    2.59,    1.84,    7.67,    2.61,    2.85,    2.05,    1.77,    8.60,    4.30,    2.71,    2.45,    2.56,    3.22,    2.15,    1.96,    2.38,    1.15
199203,  -99.99,   -0.54,   -2.66,   -2.39,   -0.14,   -3.28,   -2.24,   -2.68,   -2.07,    0.85,   -3.68,   -3.24,   -3.34,   -2.24,   -2.25,   -2.43,   -2.93,   -2.30,   -1.83
199204,  -99.99,   -4.40,   -1.82,    1.92,   -4.42,   -3.90,   -1.41,    0.61,    2.33,   -4.40,   -4.48,   -4.31,   -3.29,   -0.95,   -1.99,   -0.05,    1.26,    2.24,    2.41
199205,  -99.99,    0.33,    1.09,    0.71,    0.35,    0.57,    1.09,    0.83,    0.76,    0.37,    0.30,    0.20,    1.12,    0.92,    1.29,    1.05,    0.62,    0.82,    0.70
199206,  -99.99,   -4.55,   -3.19,   -1.65,   -4.55,   -4.19,   -3.02,   -2.14,   -1.61,   -4.27,   -5.53,   -4.50,   -3.72,   -3.31,   -2.67,   -2.58,   -1.71,   -1.66,   -1.56
